ptl/train_loss,ptl/train_accuracy,ptl/val_loss,ptl/val_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.8356330394744873,0.671875,0.8943215012550354,0.6597039699554443,1702119279,,True,1,cb2f0a7b,2023-12-09_10-54-39,35.04713034629822,35.04713034629822,6982,a189fc2a2978,172.28.0.12,35.04713034629822,1
